intent,sub intent,data,slots
crop_information,fruits,what is the cost price of growing fruits,O O O B-crop_cost_price B-crop_name O B-crop_growth_time B-crop_name
crop_information,vegetables,what are the online portals to sell vegetables,O O O O O O B-crop_selling_price B-crop_name
crop_information,vegetables,what is the ideal temperature for growing potatoes,O O O O B-crop_temperature O B-crop_growth_time B-crop_name
crop_information,vegetables,what is the shelflife of vegetables,O O O B-crop_growth_time O B-crop_name
crop_information,grains,is it difficult to sell grains,O O O O B-crop_selling_price B-crop_rainfall
crop_information,vegetables,why is growing beans profitable,O O B-crop_growth_time B-crop_name O
crop_information,oil_seeds,what is the purest oil,O O O O O
crop_information,oil_seeds,in which states are almonds grown,O O O O B-crop_name B-crop_growth_time
crop_information,vegetables,what is the cheapest place to buy seeds for vegetables,O O O B-crop_cost_price O O B-crop_cost_price O O B-crop_name
crop_information,vegetables,what all vegetables are grown in india,O O B-crop_name O B-crop_growth_time O O
crop_information,vegetables,is the weather good for potato farming,O O B-crop_weather O O B-crop_name O
crop_information,dry_fruits,is it hard to start farming dry fruits,O O O O O O O B-crop_name
crop_information,pulses,can babies consume pulses,O O B-crop_selling_price O
crop_information,fruits,can fruits be sold in the market,O B-crop_name O B-crop_selling_price O O O
crop_information,spices,does ginger need humidity to grow,O B-crop_name O B-crop_humidity O B-crop_growth_time
crop_information,oil_seeds,can oil seeds be grown in the garden,O O O O B-crop_growth_time O O O
crop_information,grains,is growing millets good for the farm,O B-crop_growth_time B-crop_name O O O O
crop_information,fruits,why are fruits so difficult to grow,O O B-crop_name O O O B-crop_growth_time
crop_information,fruits,is there a website about fruits,O O O O O B-crop_name
crop_information,oil_seeds,is growing almonds expensive or cheap,O B-crop_growth_time B-crop_name B-crop_cost_price O B-crop_cost_price
crop_information,spices,can spices be sold in the market,O O O B-crop_selling_price O O O
crop_information,fruits,is humidity needed for growing bananas,O B-crop_humidity O O B-crop_growth_time B-crop_name
crop_information,vegetables,what is benefit of eating vegetables,O O O O O B-crop_name
crop_information,spices,is ginger a profitable plant to cultivate,O B-crop_name O O O O O
crop_information,vegetables,will growing beans result in profit,O B-crop_growth_time B-crop_name O O O
crop_information,fruits,what diseases can fruits get,O O O B-crop_name O
crop_information,dry_fruits,what are the online portals to sell dry fruits,O O O O O O B-crop_selling_price O B-crop_name
crop_information,fruits,can i grow apples in a small area,O O B-crop_growth_time B-crop_name O O O O
crop_information,fruits,when is fruits the tastiest,O O B-crop_name O O
crop_information,vegetables,how much money can growing carrots cost,O O O O B-crop_growth_time B-crop_name B-crop_cost_price
crop_information,dry_fruits,do walnuts sell at a good market price,O B-crop_name B-crop_selling_price O O O O B-crop_name
crop_information,vegetables,what is a vegetable,O O O B-crop_name
crop_information,fruits,what is a fruit,O O O B-crop_name
crop_information,dry_fruits,what is the tastiest dry fruit,O O O O O B-crop_name
crop_information,vegetables,how many indians ear vegetables,O O O O B-crop_name
crop_information,vegetables,which soil is the best for bean farming,O B-crop_soil_type O O O O O O
crop_information,vegetables,what type of weather is required for vegetables,O O O B-crop_weather O B-crop_soil_type O B-crop_name
crop_information,grains,is there a website about grains,O O O O O B-crop_rainfall
crop_information,vegetables,what is the selling price of vegetables,O O O B-crop_selling_price B-crop_name O B-crop_name
crop_information,dry_fruits,in which season does cashew grow best,O O O O B-crop_name B-crop_growth_time O
crop_information,fruits,can fruits be grown in the garden,O B-crop_name O B-crop_growth_time O O O
crop_information,pulses,why are pulses so expensive,O O O O B-crop_cost_price
crop_information,fruits,what is the tastiest fruit,O O O O B-crop_name
crop_information,grains,which season is the best for cultivating wheat,O O O O O O O B-crop_name
crop_information,oil_seeds,which oil seeds grow best in summer,O O O B-crop_growth_time O O O
crop_information,fruits,growing which fruit is cheapest,B-crop_growth_time O B-crop_name O B-crop_cost_price
crop_information,pulses,what is the cheapest place to buy seeds for pulses,O O O B-crop_cost_price O O B-crop_cost_price O O O
crop_information,oil_seeds,how is oil seed different from normal seeds,O O O O O O O O
crop_information,vegetables,in which season do carrots grow best,O O O O B-crop_name B-crop_growth_time O
crop_information,dry_fruits,what is the market price of cashews,O O O O B-crop_name O B-crop_name
crop_information,vegetables,which vegetables are eaten in the coastal regions,O B-crop_name O O O O O O
crop_information,fruits,what all fruits are grown in india,O O B-crop_name O B-crop_growth_time O O
crop_information,dry_fruits,how much investment is needed to grow walnuts,O O B-crop_cost_price O O O B-crop_growth_time B-crop_name
crop_information,fruits,are fruits easy to digest,O B-crop_name O O O
crop_information,oil_seeds,what is the cost price of growing oil seeds,O O O B-crop_cost_price B-crop_name O B-crop_growth_time O O
crop_information,oil_seeds,how much does growing sunflowers cost,O O O B-crop_growth_time B-crop_name B-crop_cost_price
crop_information,pulses,how many indians ear pulses,O O O O O
crop_information,vegetables,are carrots produced throughout the year,O B-crop_name O O O O
crop_information,pulses,what all pulses are grown in india,O O O O B-crop_growth_time O O
crop_information,spices,where is ginger sold at profit,O O B-crop_name B-crop_selling_price O O
crop_information,dry_fruits,what are the vitamins in dry fruits,O O O O O O B-crop_name
crop_information,oil_seeds,what temperature does almond grow in,O B-crop_temperature O B-crop_name B-crop_growth_time O
crop_information,grains,are grains nutritious,O B-crop_rainfall O
crop_information,vegetables,can onions be grown in any season,O B-crop_name O B-crop_growth_time O O O
crop_information,fruits,what is the cheapest place to buy seeds for fruits,O O O B-crop_cost_price O O B-crop_cost_price O O B-crop_name
crop_information,dry_fruits,what is the shelflife of dry fruits,O O O B-crop_growth_time O O B-crop_name
crop_information,dry_fruits,how much investment to be done to grow dry fruits,O O B-crop_cost_price O O O O B-crop_growth_time O B-crop_name
crop_information,pulses,which season is best for cultivating toor dal,O O O O O O O O
crop_information,oil_seeds,in which season does almond grow best,O O O O B-crop_name B-crop_growth_time O
crop_information,pulses,are pulses nutritious,O O O
crop_information,oil_seeds,when is oil seeds the tastiest,O O O O O O
crop_information,grains,which is the most profitable grain to grow,O O O O O B-crop_rainfall O B-crop_growth_time
crop_information,vegetables,do onions need humidity to grow,O B-crop_name O B-crop_humidity O B-crop_growth_time
crop_information,dry_fruits,which weather do dry fruits grow best in,O B-crop_weather O O B-crop_name B-crop_growth_time O O
crop_information,pulses,how much area is needed for pulse cultivation,O O O O O O O O
crop_information,vegetables,in which market do vegetables make most profit,O O O O B-crop_name O O O
crop_information,dry_fruits,does growing dry fruits require large land,O B-crop_growth_time O B-crop_name O O O
crop_information,fruits,which is the best season for orange production,O O O O O O O O
crop_information,dry_fruits,how much investment is required to grow cashew,O O B-crop_cost_price O B-crop_soil_type O B-crop_growth_time B-crop_name
crop_information,fruits,which is the best market for mangoes,O O O O O O B-crop_name
crop_information,oil_seeds,how can i start cultivating almonds,O O O O O B-crop_name
crop_information,oil_seeds,is growing sunflowers expensive,O B-crop_growth_time B-crop_name B-crop_cost_price
crop_information,vegetables,is rain important to grow vegetables,O B-crop_rainfall O O B-crop_growth_time B-crop_name
crop_information,spices,why are spices so expensive,O O O O B-crop_cost_price
crop_information,vegetables,which is the most expensive vegetable,O O O O B-crop_cost_price B-crop_name
crop_information,spices,is it easy to obtain yield from spices,O O O O O O O O
crop_information,fruits,which is the best season for cultivating mango,O O O O O O O B-crop_name
crop_information,fruits,how much time do oranges take for cultivation,O O B-crop_growth_time O O O O O
crop_information,spices,how many indians ear spices,O O O O O
crop_information,pulses,can pulses be grown without special tools,O O O B-crop_growth_time O O O
crop_information,vegetables,do beans need rainfall to grow,O B-crop_name O B-crop_rainfall O B-crop_growth_time
crop_information,fruits,how much profit can growing bananas get,O O O O B-crop_growth_time B-crop_name O
crop_information,grains,what are grains,O O B-crop_rainfall
crop_information,pulses,when is the best time to harvest pulses,O O O O B-crop_growth_time O O O
crop_information,vegetables,how much yield can i get from vegetable farming,O O O O O O O B-crop_name O
crop_information,vegetables,what is the life of a potato plant,O O O B-crop_growth_time O O B-crop_name O
crop_information,grains,can rice grow without rainy weather,O B-crop_name B-crop_growth_time O B-crop_rainfall B-crop_weather
crop_information,vegetables,what are some summer season vegetables,O O O O O B-crop_name
crop_information,spices,what is the tastiest spice,O O O O O
crop_information,grains,what are the vitamins in grains,O O O O O B-crop_rainfall
crop_information,fruits,what are the online portals to sell fruits,O O O O O O B-crop_selling_price B-crop_name
crop_information,spices,does ginger grow well in summer season,O B-crop_name B-crop_growth_time O O O O
crop_information,vegetables,can beans be grown in any season,O B-crop_name O B-crop_growth_time O O O
crop_information,grains,are grains healthy,O B-crop_rainfall O
crop_information,dry_fruits,how long do walnuts take to complete harvesting,O B-crop_growth_time O B-crop_name O O O O
crop_information,vegetables,how much profit can growing potatoes get,O O O O B-crop_growth_time B-crop_name O
crop_information,vegetables,are vegetables nutritious,O B-crop_name O
crop_information,dry_fruits,why are dry fruits so expensive,O O O B-crop_name O B-crop_cost_price
crop_information,vegetables,are growing vegetables a viable source of income,O B-crop_growth_time B-crop_name O O O O O
crop_information,pulses,how long does a toor dal plant take to grow,O B-crop_growth_time O O O O O O O B-crop_growth_time
crop_information,oil_seeds,which oil seed is cheapest,O O O O B-crop_cost_price
crop_information,dry_fruits,what dry fruit is liked by most people,O O B-crop_name O O O O O
crop_information,grains,where can i get best market price for grains,O O O O O O B-crop_name O B-crop_rainfall
crop_information,fruits,how much average rainfall is needed to grow oranges,O O O B-crop_rainfall O O O B-crop_growth_time O
crop_information,fruits,are growing fruits a viable source of income,O B-crop_growth_time B-crop_name O O O O O
crop_information,grains,is wheat grown in extreme temperature,O B-crop_name B-crop_growth_time O O B-crop_temperature
crop_information,fruits,how quickly can i sell fruits,O O O O B-crop_selling_price B-crop_name
